,Pollster,Start Date,End Date,Entry Date/Time (ET),Number of Observations,Population,Mode,Trump,Clinton,Other,Undecided,Pollster URL,Source URL,Partisan,Affiliation,Question Text,Question Iteration
284,YouGov/Economist,2016-10-01,2016-10-03,2016-10-03T22:22:03Z,415.0,Registered Voters - Democrat,Internet,8.0,84.0,2.0,5.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-25893,https://today.yougov.com/news/2016/10/03/yougoveconomist-poll-october-1-3-2016/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?",1
285,YouGov/Economist,2016-10-01,2016-10-03,2016-10-03T22:22:03Z,255.0,Registered Voters - Republican,Internet,85.0,5.0,2.0,4.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-25893,https://today.yougov.com/news/2016/10/03/yougoveconomist-poll-october-1-3-2016/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?",1
286,YouGov/Economist,2016-10-01,2016-10-03,2016-10-03T22:22:03Z,385.0,Registered Voters - independent,Internet,36.0,35.0,10.0,11.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-25893,https://today.yougov.com/news/2016/10/03/yougoveconomist-poll-october-1-3-2016/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?",1
287,Rasmussen,2016-09-29,2016-10-03,2016-10-05T16:22:10Z,1500.0,Likely Voters,IVR/Online,41.0,42.0,4.0,4.0,http://elections.huffingtonpost.com/pollster/polls/rasmussen-25967,http://www.rasmussenreports.com/platinum/historical_data/election_2016_white_house_watch_trends,Nonpartisan,None,"If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?",1
288,Ipsos/Reuters,2016-09-29,2016-10-03,2016-10-05T14:08:35Z,1239.0,Likely Voters,Internet,37.0,44.0,9.0,9.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25960,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7399,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",1
289,Ipsos/Reuters,2016-09-29,2016-10-03,2016-10-05T14:08:35Z,,Likely Voters - Democrat,Internet,7.0,84.0,5.0,5.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25960,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7399,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",1
290,Ipsos/Reuters,2016-09-29,2016-10-03,2016-10-05T14:08:35Z,,Likely Voters - Republican,Internet,74.0,11.0,8.0,7.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25960,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7399,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",1
291,Ipsos/Reuters,2016-09-29,2016-10-03,2016-10-05T14:08:35Z,,Likely Voters - independent,Internet,29.0,16.0,29.0,25.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25960,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7399,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",1
292,Ipsos/Reuters,2016-09-29,2016-10-03,2016-10-05T14:08:35Z,1239.0,Likely Voters,Internet,36.0,42.0,5.0,8.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25960,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7399,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",2
293,Ipsos/Reuters,2016-09-29,2016-10-03,2016-10-05T14:08:35Z,,Likely Voters - Democrat,Internet,7.0,81.0,5.0,5.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25960,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7399,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",2
294,Ipsos/Reuters,2016-09-29,2016-10-03,2016-10-05T14:08:35Z,,Likely Voters - Republican,Internet,72.0,9.0,4.0,6.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25960,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7399,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",2
295,Ipsos/Reuters,2016-09-29,2016-10-03,2016-10-05T14:08:35Z,,Likely Voters - independent,Internet,28.0,17.0,12.0,16.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25960,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7399,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",2
296,Morning Consult,2016-09-30,2016-10-02,2016-10-03T12:15:40Z,1778.0,Likely Voters,Internet,39.0,46.0,,16.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25827,https://morningconsult.com/2016/10/03/presidential-poll-hillary-clinton-donald-trump-post-debate/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1
297,Morning Consult,2016-09-30,2016-10-02,2016-10-03T12:15:40Z,711.0,Likely Voters - Democrat,Internet,9.0,85.0,,6.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25827,https://morningconsult.com/2016/10/03/presidential-poll-hillary-clinton-donald-trump-post-debate/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1
298,Morning Consult,2016-09-30,2016-10-02,2016-10-03T12:15:40Z,552.0,Likely Voters - Republican,Internet,80.0,8.0,,12.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25827,https://morningconsult.com/2016/10/03/presidential-poll-hillary-clinton-donald-trump-post-debate/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1
299,Morning Consult,2016-09-30,2016-10-02,2016-10-03T12:15:40Z,515.0,Likely Voters - independent,Internet,36.0,32.0,,32.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25827,https://morningconsult.com/2016/10/03/presidential-poll-hillary-clinton-donald-trump-post-debate/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1
300,Morning Consult,2016-09-30,2016-10-02,2016-10-03T12:15:40Z,1778.0,Likely Voters,Internet,36.0,42.0,3.0,10.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25827,https://morningconsult.com/2016/10/03/presidential-poll-hillary-clinton-donald-trump-post-debate/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, for whom would you vote?",2
301,Morning Consult,2016-09-30,2016-10-02,2016-10-03T12:15:40Z,711.0,Likely Voters - Democrat,Internet,9.0,81.0,2.0,4.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25827,https://morningconsult.com/2016/10/03/presidential-poll-hillary-clinton-donald-trump-post-debate/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, for whom would you vote?",2
302,Morning Consult,2016-09-30,2016-10-02,2016-10-03T12:15:40Z,552.0,Likely Voters - Republican,Internet,77.0,7.0,1.0,8.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25827,https://morningconsult.com/2016/10/03/presidential-poll-hillary-clinton-donald-trump-post-debate/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, for whom would you vote?",2
303,Morning Consult,2016-09-30,2016-10-02,2016-10-03T12:15:40Z,515.0,Likely Voters - independent,Internet,30.0,25.0,7.0,19.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25827,https://morningconsult.com/2016/10/03/presidential-poll-hillary-clinton-donald-trump-post-debate/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, for whom would you vote?",2
304,Public Religion Research Institute/The Atlantic,2016-09-28,2016-10-02,2016-10-06T14:47:03Z,609.0,Likely Voters,Live Phone,41.0,47.0,4.0,5.0,http://elections.huffingtonpost.com/pollster/polls/public-religion-research-institute-the-atlantic-25980,http://www.prri.org/wp-content/uploads/2016/10/PRRI-Atlantic-Survey-Topline.pdf,Nonpartisan,None,,1
305,Rasmussen,2016-09-28,2016-10-02,2016-10-05T16:20:18Z,,Likely Voters - Democrat,IVR/Online,9.0,80.0,2.0,3.0,http://elections.huffingtonpost.com/pollster/polls/rasmussen-25966,http://www.rasmussenreports.com/platinum/historical_data/election_2016_white_house_watch_trends,Nonpartisan,None,"If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?",1
306,Rasmussen,2016-09-28,2016-10-02,2016-10-05T16:20:18Z,,Likely Voters - Republican,IVR/Online,78.0,11.0,1.0,4.0,http://elections.huffingtonpost.com/pollster/polls/rasmussen-25966,http://www.rasmussenreports.com/platinum/historical_data/election_2016_white_house_watch_trends,Nonpartisan,None,"If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?",1
307,Rasmussen,2016-09-28,2016-10-02,2016-10-05T16:20:18Z,,Likely Voters - independent,IVR/Online,38.0,32.0,8.0,8.0,http://elections.huffingtonpost.com/pollster/polls/rasmussen-25966,http://www.rasmussenreports.com/platinum/historical_data/election_2016_white_house_watch_trends,Nonpartisan,None,"If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?",1
308,Fairleigh Dickinson/SSRS,2016-09-28,2016-10-02,2016-10-05T15:32:45Z,788.0,Likely Voters,Live Phone,40.0,50.0,5.0,6.0,http://elections.huffingtonpost.com/pollster/polls/fairleigh-dickinson-ssrs-25961,http://view2.fdu.edu/publicmind/2016/161005/,Nonpartisan,None,"If the election for president was held today, and the choices were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1
309,Fairleigh Dickinson/SSRS,2016-09-28,2016-10-02,2016-10-05T15:32:45Z,,Likely Voters - Democrat,Live Phone,6.0,92.0,0.0,3.0,http://elections.huffingtonpost.com/pollster/polls/fairleigh-dickinson-ssrs-25961,http://view2.fdu.edu/publicmind/2016/161005/,Nonpartisan,None,"If the election for president was held today, and the choices were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1
310,Fairleigh Dickinson/SSRS,2016-09-28,2016-10-02,2016-10-05T15:32:45Z,,Likely Voters - Republican,Live Phone,80.0,9.0,5.0,8.0,http://elections.huffingtonpost.com/pollster/polls/fairleigh-dickinson-ssrs-25961,http://view2.fdu.edu/publicmind/2016/161005/,Nonpartisan,None,"If the election for president was held today, and the choices were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1
311,Fairleigh Dickinson/SSRS,2016-09-28,2016-10-02,2016-10-05T15:32:45Z,,Likely Voters - independent,Live Phone,40.0,44.0,8.0,7.0,http://elections.huffingtonpost.com/pollster/polls/fairleigh-dickinson-ssrs-25961,http://view2.fdu.edu/publicmind/2016/161005/,Nonpartisan,None,"If the election for president was held today, and the choices were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1
312,Fairleigh Dickinson/SSRS,2016-09-28,2016-10-02,2016-10-05T15:32:45Z,385.0,Likely Voters,Live Phone,36.0,45.0,4.0,4.0,http://elections.huffingtonpost.com/pollster/polls/fairleigh-dickinson-ssrs-25961,http://view2.fdu.edu/publicmind/2016/161005/,Nonpartisan,None,,2
313,CBS/Times,2016-09-28,2016-10-02,2016-10-04T11:31:32Z,1217.0,Likely Voters,Live Phone,43.0,49.0,4.0,5.0,http://elections.huffingtonpost.com/pollster/polls/cbs-times-25894,http://www.cbsnews.com/news/hillary-clinton-edges-ahead-of-donald-trump-after-first-presidential-debate-hofstra-2016-cbs-nyt-poll/,Nonpartisan,None,,1
314,CBS/Times,2016-09-28,2016-10-02,2016-10-04T11:31:32Z,,Likely Voters - Democrat,Live Phone,5.0,91.0,2.0,3.0,http://elections.huffingtonpost.com/pollster/polls/cbs-times-25894,http://www.cbsnews.com/news/hillary-clinton-edges-ahead-of-donald-trump-after-first-presidential-debate-hofstra-2016-cbs-nyt-poll/,Nonpartisan,None,,1
315,CBS/Times,2016-09-28,2016-10-02,2016-10-04T11:31:32Z,,Likely Voters - Republican,Live Phone,88.0,7.0,3.0,3.0,http://elections.huffingtonpost.com/pollster/polls/cbs-times-25894,http://www.cbsnews.com/news/hillary-clinton-edges-ahead-of-donald-trump-after-first-presidential-debate-hofstra-2016-cbs-nyt-poll/,Nonpartisan,None,,1
316,CBS/Times,2016-09-28,2016-10-02,2016-10-04T11:31:32Z,,Likely Voters - independent,Live Phone,43.0,41.0,8.0,8.0,http://elections.huffingtonpost.com/pollster/polls/cbs-times-25894,http://www.cbsnews.com/news/hillary-clinton-edges-ahead-of-donald-trump-after-first-presidential-debate-hofstra-2016-cbs-nyt-poll/,Nonpartisan,None,,1
317,CBS/Times,2016-09-28,2016-10-02,2016-10-04T11:31:32Z,1217.0,Likely Voters,Live Phone,41.0,45.0,4.0,3.0,http://elections.huffingtonpost.com/pollster/polls/cbs-times-25894,http://www.cbsnews.com/news/hillary-clinton-edges-ahead-of-donald-trump-after-first-presidential-debate-hofstra-2016-cbs-nyt-poll/,Nonpartisan,None,,2
318,CBS/Times,2016-09-28,2016-10-02,2016-10-04T11:31:32Z,,Likely Voters - Democrat,Live Phone,5.0,86.0,2.0,4.0,http://elections.huffingtonpost.com/pollster/polls/cbs-times-25894,http://www.cbsnews.com/news/hillary-clinton-edges-ahead-of-donald-trump-after-first-presidential-debate-hofstra-2016-cbs-nyt-poll/,Nonpartisan,None,,2
319,CBS/Times,2016-09-28,2016-10-02,2016-10-04T11:31:32Z,,Likely Voters - Republican,Live Phone,84.0,6.0,0.0,2.0,http://elections.huffingtonpost.com/pollster/polls/cbs-times-25894,http://www.cbsnews.com/news/hillary-clinton-edges-ahead-of-donald-trump-after-first-presidential-debate-hofstra-2016-cbs-nyt-poll/,Nonpartisan,None,,2
320,CBS/Times,2016-09-28,2016-10-02,2016-10-04T11:31:32Z,,Likely Voters - independent,Live Phone,39.0,35.0,7.0,5.0,http://elections.huffingtonpost.com/pollster/polls/cbs-times-25894,http://www.cbsnews.com/news/hillary-clinton-edges-ahead-of-donald-trump-after-first-presidential-debate-hofstra-2016-cbs-nyt-poll/,Nonpartisan,None,,2
321,CNN,2016-09-28,2016-10-02,2016-10-03T20:40:06Z,1213.0,Likely Voters,Live Phone,42.0,47.0,2.0,2.0,http://elections.huffingtonpost.com/pollster/polls/cnn-25876,http://i2.cdn.turner.com/cnn/2016/images/10/03/2016.race.pdf,Nonpartisan,None,"Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, Donald Trump and Mike Pence as the Republican Party’s candidates, Gary Johnson and Bill Weld as the Libertarian Party’s candidates and Jill Stein and Ajamu Baraka as the Green Party’s candidates. Who would you be more likely to vote for?",1
322,CNN,2016-09-28,2016-10-02,2016-10-03T20:40:06Z,,Likely Voters - Democrat,Live Phone,5.0,91.0,1.0,1.0,http://elections.huffingtonpost.com/pollster/polls/cnn-25876,http://i2.cdn.turner.com/cnn/2016/images/10/03/2016.race.pdf,Nonpartisan,None,"Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, Donald Trump and Mike Pence as the Republican Party’s candidates, Gary Johnson and Bill Weld as the Libertarian Party’s candidates and Jill Stein and Ajamu Baraka as the Green Party’s candidates. Who would you be more likely to vote for?",1
